"database_identifier"	"chemical_formula"	"smiles"	"inchi"	"metabolite_identification"	"mass_to_charge"	"fragmentation"	"modifications"	"charge"	"retention_time"	"taxid"	"species"	"database"	"database_version"	"reliability"	"uri"	"search_engine"	"search_engine_score"	"smallmolecule_abundance_sub"	"smallmolecule_abundance_stdev_sub"	"smallmolecule_abundance_std_error_sub"	"QC9"	"p9t4"	"p9t3"	"p9t6"	"p9t5"	"p9t2"	"p1t2"	"K22"	"K21"	"K20"	"K25"	"K24"	"K23"	"p6t5"	"Blank2"	"p6t4"	"Blank3"	"p6t3"	"p6t2"	"Blank1"	"p7t3"	"p6t1"	"p7t4"	"p7t2"	"p7t5"	"p7t6"	"p6t7"	"p6t6"	"QC24"	"QC25"	"QC26"	"QC20"	"p8t6"	"QC21"	"p8t7"	"QC22"	"p8t4"	"QC23"	"p8t5"	"p8t2"	"p8t3"	"K1"	"K2"	"K9"	"p4t3"	"p4t2"	"K7"	"K8"	"p4t6"	"K3"	"p4t5"	"K4"	"p4t4"	"QC11"	"Blank4"	"p2t4"	"QC12"	"p2t5"	"p2t2"	"p3t6"	"QC10"	"p2t3"	"p3t5"	"QC15"	"p3t4"	"QC16"	"p3t3"	"QC13"	"p2t6"	"p3t2"	"QC14"	"p2t7"	"QC19"	"p5t3"	"p5t4"	"QC17"	"p5t5"	"QC18"	"p5t6"	"p5t2"	"K16"	"K17"	"K18"	"K19"	"p1t7"	"p1t6"	"p1t5"	"p1t4"	"p1t3"	"K13"	"K12"	"K15"	"K14"	"K11"	"K10"
"CHEBI:17306"	"C12H22O11"	"OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)OC(O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C12H22O11/c13-1-3-5(15)6(16)9(19)12(22-3)23-10-4(2-14)21-11(20)8(18)7(10)17/h3-20H,1-2H2/t3-,4-,5-,6+,7-,8-,9-,10-,11?,12-/m1/s1"	"Maltose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3601700.455"	"6489737.894"	"3009198.904"	"3657789.937"	"6788159.025"	"1000367.875"	"1088532.932"	"458843.07"	"442698.1736"	"437240.6876"	"429761.4693"	"657893.2127"	"443088.3054"	"6300481.471"	"328314.7029"	"4850664.072"	"269127.2266"	"4904770.28"	"1123590.13"	"147733.0335"	"3855542.68"	"332345.7075"	"3292233.682"	"1069506.632"	"4493106.127"	"2672636.121"	"1911378.356"	"3984066.558"	"2519367.592"	"1809189.651"	"1825628.527"	"1823057.774"	"3906609.836"	"2269291.114"	"5595299.507"	"2111505.706"	"4092941.669"	"1948863.687"	"644355.2419"	"629618.9345"	"5215636.492"	"507199.5335"	"721306.342"	"491412.6215"	"3975914.537"	"684523.861"	"587074.8638"	"903476.4"	"1745286.11"	"264308.9724"	"2967193.255"	"513677.9665"	"5018523.312"	"3273982.313"	"295309.7982"	"4450782.439"	"2886396.988"	"2007715.74"	"876331.437"	"3677502.588"	"3557265.61"	"2421399.456"	"1880001.487"	"2819690.086"	"1462625.023"	"2641640.62"	"1593861.582"	"2929398.779"	"3713184.934"	"1095858.154"	"2516877.235"	"665501.4533"	"2805755.414"	"3099377.929"	"2737268.612"	"2594364.695"	"2877160.929"	"2493180.162"	"3336649.965"	"760372.3258"	"613154.1252"	"342484.4644"	"782243.921"	"792160.0307"	"766372.7934"	"2942525.051"	"2328047.992"	"4521542.207"	"2232634.127"	"664045.1652"	"379215.1736"	"406841.922"	"465812.1797"	"746309.8995"	"433058.9687"
"CHEBI:16040"	"C4H5N3O"	"Nc1cc[nH]c(=O)n1"	"InChI=1S/C4H5N3O/c5-3-1-2-6-4(8)7-3/h1-2H,(H3,5,6,7,8)"	"Cytosine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3714907.033"	"2971214.59"	"1901123.115"	"1.245699368E7"	"4929451.835"	"2402187.498"	"1991365.332"	"2034981.953"	"2730041.205"	"1565401.89"	"2078655.92"	"2247811.266"	"2201809.317"	"3048026.01"	"19430.957"	"2387401.499"	"33541.4215"	"2575827.452"	"2693360.416"	"18200.4405"	"2897049.605"	"3416074.031"	"1377547.4"	"2853690.057"	"1486936.345"	"1403033.814"	"2248195.188"	"4917408.617"	"3208988.323"	"3403129.586"	"3601199.566"	"3000584.08"	"4031996.983"	"3541940.474"	"1.109395075E7"	"3372760.798"	"2658852.092"	"3324380.745"	"273313.348"	"2232280.268"	"3167069.263"	"1686589.565"	"2206106.833"	"1537619.552"	"1899352.528"	"2212515.719"	"2044084.687"	"2235591.304"	"931825.2485"	"2041061.469"	"1634133.62"	"1931764.965"	"1627699.421"	"3523094.441"	"13868.0615"	"1527040.43"	"3613949.91"	"1180373.819"	"1305548.144"	"5696479.977"	"3493624.089"	"1805273.738"	"2443633.262"	"3581251.996"	"607104.877"	"3369226.285"	"838022.9947"	"3644052.834"	"1672173.94"	"1282821.814"	"3603839.863"	"2226767.23"	"3208971.552"	"1635223.701"	"1657049.658"	"3568571.157"	"1879548.078"	"3295616.336"	"3051415.122"	"1364098.24"	"1541892.019"	"1764878.428"	"1977324.473"	"1806844.655"	"1866199.334"	"1834978.103"	"817411.4975"	"1728354.656"	"981291.781"	"2271496.837"	"1367627.743"	"1922614.072"	"1929522.61"	"2235403.981"	"1941414.451"
"CHEBI:16709"	"C8H11NO3"	"Cc1ncc(CO)c(CO)c1O"	"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3"	"Pyridoxine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"734016.5945"	"3190621.462"	"1528476.731"	"1970109.081"	"6206913.825"	"3658.021682"	"6243.382441"	"2223.069492"	"6571.594351"	"5838.197083"	"1935.797634"	"6381.5285"	"4506.151"	"2504027.817"	"1223.933"	"1869767.965"	"2772.203"	"1157686.761"	"109974.4535"	"3389.303884"	"1393673.64"	"3424.690589"	"4179012.208"	"223359.3975"	"1409236.297"	"698021.5905"	"12407.6005"	"792643.382"	"741593.6035"	"672768.667"	"651795.382"	"598071.2347"	"1072794.358"	"625643.1288"	"1418596.188"	"649166.7815"	"622106.164"	"710085.5042"	"260792.4535"	"57155.4275"	"1025052.114"	"9310.868383"	"13725.399"	"3903.543993"	"1084556.064"	"5257.5045"	"3603.247416"	"4250.351275"	"593673.3595"	"4783.297302"	"1708316.823"	"4547.451151"	"1129361.539"	"685162.054"	"2162.443927"	"819275.928"	"641463.46"	"1587581.476"	"507109.582"	"1254098.335"	"729422.7865"	"697263.009"	"1600029.134"	"711836.68"	"403946.9855"	"714469.6765"	"201952.4785"	"698027.9475"	"1781187.452"	"59424.5765"	"699915.9685"	"2342.714296"	"720069.7167"	"1196179.402"	"1956296.917"	"709773.9045"	"3339293.218"	"705595.9351"	"2134705.622"	"103778.8005"	"1694.012657"	"576.2612572"	"2788.7488"	"2299.18082"	"2476.148126"	"882937.2195"	"522366.7165"	"882880.906"	"1151621.335"	"5324.615626"	"941.2330711"	"4423.103246"	"3733.0415"	"1349.205658"	"2235.442164"
"CHEBI:15963"	"C5H12O5"	"OC[C@H](O)[C@H](O)[C@H](O)CO"	"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4+,5-"	"Ribitol"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"9082737.556"	"5119436.169"	"3206803.816"	"6171490.24"	"6426879.524"	"5986376.139"	"4952592.308"	"3810295.623"	"3886628.549"	"2428821.305"	"3688336.735"	"2888803.178"	"2863742.546"	"3520755.211"	"2210.161"	"3588163.943"	"1590.501313"	"4487742.523"	"3921540.962"	"3032.149963"	"7062550.587"	"2842457.659"	"4083358.878"	"5574627.846"	"4301848.712"	"3078466.051"	"4822747.668"	"3830803.018"	"6441966.672"	"4484623.939"	"4202043.489"	"4268380.029"	"7369835.208"	"5457229.537"	"7814748.18"	"5117431.368"	"5448333.097"	"5011607.687"	"413166.235"	"4952055.566"	"6824703.107"	"5041988.5"	"4483807.067"	"2480181.44"	"4213529.839"	"4558764.92"	"4905137.896"	"4692123.849"	"1539701.854"	"3853385.766"	"3194527.747"	"3554847.806"	"4874399.059"	"8033822.044"	"1541.447815"	"3588125.841"	"7606699.878"	"2142933.964"	"2961258.621"	"5869161.966"	"9011032.341"	"2973746.958"	"2946957.342"	"7094064.149"	"1748158.446"	"6633001.862"	"2399073.263"	"7542906.549"	"4496937.307"	"2979195.644"	"6920485.649"	"3255855.883"	"6888732.612"	"3437569.995"	"3255364.678"	"6330429.54"	"3474672.21"	"5905014.47"	"3841811.826"	"2928498.585"	"2579990.443"	"2480999.75"	"2847389.586"	"1886476.365"	"5244159.297"	"5866190.44"	"3186277.06"	"3023495.927"	"1827374.957"	"2940623.18"	"2472279.848"	"4040790.724"	"2679888.262"	"3881859.339"	"4131083.152"
"CHEBI:18403"	"C5H12O5"	"OC[C@H](O)C(O)[C@@H](O)CO"	"InChI=1S/C5H12O5/c6-1-3(8)5(10)4(9)2-7/h3-10H,1-2H2/t3-,4-/m0/s1"	"L-Arabitol"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"9082737.556"	"5119436.169"	"3206803.816"	"6171490.24"	"6426879.524"	"5986376.139"	"4952592.308"	"3810295.623"	"3886628.549"	"2428821.305"	"3688336.735"	"2888803.178"	"2863742.546"	"3520755.211"	"2210.161"	"3588163.943"	"1590.501313"	"4487742.523"	"3921540.962"	"3032.149963"	"7062550.587"	"2842457.659"	"4083358.878"	"5574627.846"	"4301848.712"	"3078466.051"	"4822747.668"	"3830803.018"	"6441966.672"	"4484623.939"	"4202043.489"	"4268380.029"	"7369835.208"	"5457229.537"	"7814748.18"	"5117431.368"	"5448333.097"	"5011607.687"	"413166.235"	"4952055.566"	"6824703.107"	"5041988.5"	"4483807.067"	"2480181.44"	"4213529.839"	"4558764.92"	"4905137.896"	"4692123.849"	"1539701.854"	"3853385.766"	"3194527.747"	"3554847.806"	"4874399.059"	"8033822.044"	"1541.447815"	"3588125.841"	"7606699.878"	"2142933.964"	"2961258.621"	"5869161.966"	"9011032.341"	"2973746.958"	"2946957.342"	"7094064.149"	"1748158.446"	"6633001.862"	"2399073.263"	"7542906.549"	"4496937.307"	"2979195.644"	"6920485.649"	"3255855.883"	"6888732.612"	"3437569.995"	"3255364.678"	"6330429.54"	"3474672.21"	"5905014.47"	"3841811.826"	"2928498.585"	"2579990.443"	"2480999.75"	"2847389.586"	"1886476.365"	"5244159.297"	"5866190.44"	"3186277.06"	"3023495.927"	"1827374.957"	"2940623.18"	"2472279.848"	"4040790.724"	"2679888.262"	"3881859.339"	"4131083.152"
"CHEBI:15891"	"C2H7NO3S"	"C(CS(O)(=O)=O)N"	"InChI=1S/C2H7NO3S/c3-1-2-7(4,5)6/h1-3H2,(H,4,5,6)"	"Taurine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"9.457587738E7"	"1.768472783E7"	"2.518763526E7"	"1.365838078E7"	"1.143471056E7"	"1.163817331E8"	"9.092250752E7"	"9.525207264E7"	"9.455579095E7"	"1.821476899E7"	"8.469066457E7"	"7.727841096E7"	"1.448623925E7"	"1072925.105"	"34923.9075"	"1494005.487"	"60257.253"	"1.086434184E7"	"1.240915683E8"	"34418.25831"	"6.868460186E7"	"7.578301713E7"	"7294452.209"	"104360975"	"4792799.844"	"2123033.09"	"2.907398278E7"	"1193320.277"	"8.204217002E7"	"6.927674079E7"	"6.265351955E7"	"6.412096213E7"	"3836561.521"	"7.423687775E7"	"5.819621523E7"	"6.989259901E7"	"1.050713121E7"	"7.283725385E7"	"475986.7"	"9.901885139E7"	"5.465391015E7"	"4.477979779E7"	"1.083142684E7"	"5.84760153E7"	"2.658566345E7"	"9.791993046E7"	"3.986732266E7"	"6.748976978E7"	"1864221.88"	"6.823877206E7"	"592888.787"	"5.084100038E7"	"824083.845"	"9.053588425E7"	"15243.4545"	"2394272.097"	"8.494914119E7"	"2779426.928"	"8.393775848E7"	"1606766.355"	"9.233333903E7"	"3.245515667E7"	"542773.9545"	"8.194706068E7"	"851793.18"	"7.947092283E7"	"1847613.21"	"8.629045203E7"	"1.054708819E7"	"9.556086467E7"	"8.032826004E7"	"5.109577331E7"	"8.53201728E7"	"1605233.826"	"956104.892"	"7.692721415E7"	"1004003.936"	"7.792560299E7"	"1161214.229"	"9.17975361E7"	"6.722082794E7"	"5.816944388E7"	"2.837311145E7"	"2.549678519E7"	"14812987"	"1.497302727E7"	"1142253.739"	"522819.1905"	"7099974.052"	"4.366770422E7"	"4.305352034E7"	"7.638753218E7"	"7.755641767E7"	"8.678367567E7"	"5.865022303E7"
"CHEBI:33198"	"C6H12O7"	"OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O"	"InChI=1S/C6H12O7/c7-1-2(8)3(9)4(10)5(11)6(12)13/h2-5,7-11H,1H2,(H,12,13)/t2-,3-,4+,5-/m1/s1"	"D-Gluconate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"1.087882356E8"	"1.993915765E8"	"6.921035518E7"	"9.340490452E7"	"1.852672716E8"	"6.771963943E7"	"4.365281791E7"	"1029705.79"	"755603.3317"	"611876.7344"	"765673.8528"	"859368.8649"	"606741.6461"	"1.664734208E8"	"160027.111"	"1.570258466E8"	"106677.5885"	"9.886245335E7"	"3.036289461E7"	"110609.314"	"1.637566406E8"	"644994.184"	"1.306299183E8"	"7.081749045E7"	"1.111598803E8"	"8.306184051E7"	"4367848.314"	"5.802578448E7"	"7.42968715E7"	"5.788489301E7"	"5.878600058E7"	"6.401924846E7"	"1.029426993E8"	"7.005730866E7"	"2.120785044E8"	"6.446041181E7"	"1.396276074E8"	"65965345"	"1.019994679E7"	"4.957609891E7"	"1.522033957E8"	"1677348.108"	"7391875.99"	"6565093.734"	"1.240681258E8"	"5824449.337"	"2617274.624"	"3631124.708"	"4.996194451E7"	"4825606.18"	"1.038464984E8"	"1060921.092"	"1.253857839E8"	"9.661627029E7"	"123103.396"	"1.010648559E8"	"8.750431459E7"	"8.090390501E7"	"1.755042355E7"	"1.008536785E8"	"1.052610786E8"	"7.775817925E7"	"7.110731331E7"	"8.55011337E7"	"6.172896241E7"	"7.859810155E7"	"7.09295042E7"	"8.884632134E7"	"1.025541755E8"	"1.272388802E7"	"7.936417772E7"	"1863765.106"	"8.692163121E7"	"1.391152941E8"	"7.615649253E7"	"7.43628635E7"	"125837492"	"6.826182002E7"	"126045565"	"5.528741691E7"	"933032.9634"	"918234.556"	"934991.78"	"374843.9028"	"1049919.834"	"2.316910694E7"	"3.570644275E7"	"7.053086825E7"	"6.811356694E7"	"802132.0964"	"887152.342"	"1927658.177"	"8668303.005"	"7498153.658"	"1.306020235E7"
"CHEBI:17268"	"C6H12O6"	"O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O"	"InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3-,4+,5-,6-"	"myo-Inositol"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"3580781.735"	"3264399.851"	"2592243.454"	"559725.871"	"1703948.46"	"1230161.219"	"2715300.045"	"708576.926"	"424970.8625"	"118151.191"	"610237.0364"	"106393.5195"	"146254.574"	"897939.6795"	"1402.6595"	"2446767.144"	"1528.300391"	"3302240.466"	"1173889.776"	"1642.7455"	"4710015.484"	"307004.5945"	"3552227.514"	"1516275.861"	"2684848.404"	"960822.0725"	"364056.342"	"180758.0745"	"2893785.085"	"2183252.95"	"1965938.665"	"2053226.312"	"491382.6225"	"2556416.352"	"1278368.658"	"2450789.8"	"4751061.478"	"2298640.27"	"327942.1985"	"3589693.428"	"5178133.98"	"318315.217"	"426387.8785"	"1018358.222"	"3732915.107"	"2228316.739"	"1292993.853"	"2244435.031"	"353048.113"	"860319.3635"	"2170243.921"	"167263.014"	"4274969.869"	"3315378.503"	"929.1635"	"3671796.022"	"3063434.381"	"1783673.134"	"3663425.55"	"2629328.806"	"3637243.329"	"4342354.519"	"2775014.148"	"3157494.548"	"1616865.83"	"2770577.721"	"2900847.372"	"3212971.201"	"598352.7315"	"2599927.695"	"2915517.872"	"536078.681"	"2962712.489"	"3379016.526"	"3946380.684"	"2777686.859"	"5733979.293"	"2673840.085"	"3502780.899"	"1848142.264"	"762861.5585"	"198202.855"	"384633.877"	"166205.811"	"544751.1145"	"3105858.251"	"2561858.103"	"3735424.86"	"3014248.158"	"636381.207"	"747183.4545"	"364829.695"	"161742.8355"	"1070226.747"	"380300.337"
"CHEBI:21557"	"C7H13NO3S"	"CSCC[C@H](NC(C)=O)C(O)=O"	"InChI=1S/C7H13NO3S/c1-5(9)8-6(7(10)11)3-4-12-2/h6H,3-4H2,1-2H3,(H,8,9)(H,10,11)/t6-/m0/s1"	"N-Acetylmethionine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"60457.57329"	"22421.4395"	"16952.806"	"20116.89876"	"35691.67163"	"40291.457"	"65476.4955"	"10357.36297"	"6073.14222"	"4990.963414"	"8168.509"	"9934.143966"	"4522.811646"	"20318.3205"	"384.1791231"	"26134.641"	"324.4330839"	"25478.3655"	"30125.038"	"0"	"18594.655"	"30762.285"	"9945.171679"	"44539.7045"	"20096.602"	"6942.096369"	"16738.75349"	"11246.59587"	"32049.101"	"36044.139"	"27925.284"	"29421.3775"	"33906.80778"	"30399.905"	"19988.6785"	"30991.92004"	"56331.8"	"27359.65351"	"3328.97103"	"22644.3475"	"86441.161"	"20486.858"	"26682.2595"	"7393.727967"	"22991.6665"	"30406.47395"	"6747.765062"	"6602.167732"	"6607.123"	"14329.9255"	"16527.45034"	"7488.764946"	"26649.908"	"46859.4875"	"0"	"9622.205748"	"51892.727"	"14970.1008"	"93212.4945"	"13260.4825"	"57376.326"	"10944.86"	"11165.9375"	"53744.5875"	"11551.8505"	"46619.7935"	"12947.95676"	"49291.0075"	"31346.1435"	"35226.309"	"38817.5455"	"5194.049305"	"45343.488"	"11017.64386"	"20866.5865"	"40025.332"	"14769.19"	"36095.1545"	"20102.4995"	"69051.036"	"6129.111545"	"8482.31"	"6519.110427"	"6012.532693"	"15335.08975"	"24446.83565"	"12196.10612"	"11448.04653"	"13715.16558"	"7646.98791"	"6841.343523"	"10313.48503"	"11143.467"	"17026.52449"	"7479.453"
"CHEBI:16946"	"C10H12N2O3"	"N[C@@H](CC(=O)c1ccccc1N)C(O)=O"	"InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)/t8-/m0/s1"	"L-Kynurenine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"423309.355"	"545527.6485"	"101633.879"	"956586.6155"	"389738.4035"	"160687.538"	"255649.1334"	"185662.6145"	"359597.053"	"186711.0485"	"268554.648"	"106387.326"	"172174.804"	"2612076.021"	"2512.842"	"2688102.793"	"2490.324"	"1807171.764"	"233723.697"	"3245.4415"	"135862.625"	"510137.0055"	"94445.732"	"50505.2205"	"92406.6045"	"65695.97035"	"2339800.075"	"2754478.63"	"548131.1715"	"515461.5465"	"499925.702"	"502931.547"	"798708.8895"	"517506.122"	"2056998.732"	"533756.618"	"183499.7744"	"476588.787"	"144104.97"	"88103.0705"	"158232.2025"	"92779.426"	"114919.8265"	"143106.6005"	"101450.939"	"256351.032"	"228649.6095"	"106635.0925"	"371840.3495"	"78846.951"	"598355.582"	"90813.2965"	"67019.269"	"498346.195"	"0"	"326753.7355"	"456532.02"	"1529373.45"	"808288.7975"	"159328.631"	"407280.3995"	"150848.8715"	"67142.755"	"447059.493"	"106209.929"	"450883.797"	"48965.2845"	"425293.6475"	"2238172.764"	"228877.415"	"408735.751"	"232559.508"	"490399.925"	"60268.0415"	"81937.724"	"434869.125"	"498277.0025"	"430996.454"	"1551562.813"	"277029.3605"	"144470.5745"	"90309.464"	"101409.116"	"436412.5475"	"601004.2215"	"500455.0175"	"141213.292"	"257376.3595"	"240493.548"	"106332.4295"	"98512.507"	"191896.77"	"142103.984"	"239498.941"	"329644.064"
"CHEBI:18261"	"C4H8N2O3"	"NC(=O)NCCC(O)=O"	"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)"	"3-Ureidopropionate"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"236738.9845"	"91906.02548"	"72726.25"	"50601.85131"	"82483.84477"	"176607.475"	"262707.9915"	"247394.445"	"149125.8211"	"85965.85143"	"125660.545"	"27780.4867"	"62540.579"	"37603.168"	"5921.46"	"60310.7305"	"5820.154"	"106163.647"	"135997.3593"	"4072.9055"	"208934.9345"	"248037.471"	"115264.2235"	"294801.4545"	"139957.1075"	"66711.3715"	"36503.14582"	"32951.38501"	"214867.233"	"170795.3656"	"160581.2832"	"179241.3781"	"154230.591"	"186290.5556"	"85297.76699"	"223240.3275"	"285495.6048"	"181932.2329"	"22482.07536"	"303090.3495"	"400174.5798"	"202716.896"	"159698.7545"	"155472.2655"	"140174.998"	"240234.1445"	"130016.2725"	"111085.4585"	"18142.1425"	"182622.2775"	"52304.8105"	"105483.121"	"97670.6555"	"234541.069"	"12015.3165"	"79817.419"	"211173.6805"	"18375.3485"	"122316.079"	"67704.6495"	"232514.3455"	"138805.7195"	"32806.3935"	"224993.005"	"38226.9785"	"240681.7"	"75535.153"	"259572.651"	"32167.25703"	"159228.2987"	"237133.607"	"29200.6405"	"215498.442"	"122284.7505"	"67328.01467"	"224177.0075"	"29862.4592"	"180042.1695"	"38583.9765"	"155061.7415"	"80282.81363"	"74303.868"	"153533.333"	"37100.01758"	"20072.782"	"27791.311"	"29612.383"	"48185.351"	"28415.9155"	"66650.12"	"57676.28705"	"101950.973"	"144967.3015"	"127471.2295"	"79316.3485"
"CHEBI:47977"	"C6H13NO5"	"N[C@H]1C(O)O[C@H](CO)[C@@H](O)[C@@H]1O"	"InChI=1S/C6H13NO5/c7-3-5(10)4(9)2(1-8)12-6(3)11/h2-6,8-11H,1,7H2/t2-,3-,4-,5-,6?/m1/s1"	"D-Glucosamine"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"198269.3245"	"160327.3785"	"87366.388"	"114229.8375"	"82328.2085"	"122930.9385"	"84934.02758"	"139290.2036"	"118330.2245"	"76555.67"	"133030.785"	"115955.585"	"101971.6385"	"78576.71503"	"7424.862"	"129447.6985"	"6107.229"	"110214.415"	"138111.0095"	"8495.387"	"116676.0085"	"144569.3575"	"104631.9535"	"85458.24683"	"72186.017"	"67553.0455"	"198702.3163"	"115490.6155"	"171689.6405"	"118617.9715"	"138840.4215"	"125883.786"	"91524.047"	"144679.7531"	"213032.96"	"135461.39"	"96163.504"	"140990.2825"	"10474.04934"	"71581.663"	"103539.295"	"128722.417"	"134420.8605"	"117490.3335"	"123481.8075"	"141262.0025"	"162412.8741"	"196939.3294"	"76867.51859"	"77485.4875"	"168718.0095"	"132011.8985"	"136029.4"	"164728.2015"	"21311.36"	"100858.536"	"168564.839"	"55760.4005"	"37126.419"	"121266.2285"	"196154.9215"	"80303.97814"	"58343.79875"	"141729.377"	"36013.1545"	"133226.817"	"71815.3115"	"154146.899"	"23509.5095"	"108528.021"	"136838.8275"	"81386.7895"	"124192.7367"	"53502.828"	"73912.88273"	"169215.0345"	"102645.6865"	"173592.641"	"133437.5585"	"51545.6315"	"57513.55291"	"133004.8775"	"105775.227"	"79882.92792"	"108988.5165"	"72368.5645"	"60948.0485"	"69158.9605"	"39125.5055"	"75980.2945"	"81524.7015"	"153094.951"	"98669.743"	"106452.2"	"124535.9815"
"CHEBI:27931"	"C18H32O16"	"OC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O"	"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16+,17-,18-/m1/s1"	"Maltotriose"	""	""	""	""	""	"NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/9606"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	"42151.0845"	"44589.668"	"15024.0905"	"120046.037"	"52078.2045"	"11595.7945"	"9098.327"	"2623.555636"	"1084.866528"	"2778.04"	"2304.1105"	"3054.931761"	"4361.0035"	"31283.972"	"656.7265"	"35568.145"	"672.516"	"42668.483"	"5320.067744"	"622.026"	"48546.5055"	"1407.885216"	"17178.976"	"10202.3715"	"21576.358"	"21846.12038"	"40196.3625"	"26934.9455"	"16089.569"	"11175.47328"	"11210.33302"	"12154.3155"	"29967.6825"	"13101.9425"	"112654.4055"	"12692.867"	"34923.3345"	"12492.8015"	"2959.441"	"5132.3455"	"59404.27"	"1991.3015"	"5845.472"	"6199.0135"	"35679.0625"	"4495.8145"	"1503.288569"	"3346.7985"	"7605.172"	"562.3888922"	"9988.3995"	"1526.834"	"39116.5985"	"25782.04"	"2146.444"	"36328.9715"	"22115.616"	"6469.1945"	"4821.935132"	"51097.124"	"36475.6115"	"16450.204"	"17193.9975"	"20701.521"	"12810.9235"	"18112.026"	"20106.9935"	"22918.401"	"12219.8765"	"9600.4275"	"19054.022"	"5427.511"	"19202.68684"	"22984.5825"	"25983.6575"	"22534.667"	"28524.07335"	"15200.2945"	"35725.226"	"14026.394"	"752.4007132"	"2279.819547"	"1496.287632"	"25867.072"	"13034.454"	"14932.48093"	"19052.0725"	"22266.9805"	"11338.448"	"1309.721"	"3847.21029"	"2915.97"	"4152.4525"	"3944.6985"	"2229.1275"
